covariate,treated_mean,control_mean,std_mean_diff,abs_smd
log_pre_commits,3.411223841711572,3.4384909991514054,-0.013227000347215278,0.013227000347215278
age_at_index_days,2158.335463258786,2075.447284345048,0.06919884379536184,0.06919884379536184
log_stars,8.739781681833511,8.60399804002138,0.14533956077159402,0.14533956077159402
log_forks,6.513874957271696,6.4519298890013985,0.04786081992126795,0.04786081992126795
