repo_full_name,adoption_date,status,created_at,has_post_window,has_pre_window
postmanlabs/newman,2022-08-24 00:00:00+00:00,ok,2014-03-05 17:52:17+00:00,True,True
tui-cs/Terminal.Gui,2020-05-20 00:00:00+00:00,ok,2017-12-11 03:23:45+00:00,True,True
cjlin1/libsvm,2022-08-08 00:00:00+00:00,ok,2013-09-10 14:32:07+00:00,True,True
TheAlgorithms/Java,2020-01-09 00:00:00+00:00,ok,2016-07-16 10:21:02+00:00,True,True
GitbookIO/gitbook,2023-11-27 00:00:00+00:00,ok,2014-03-31 03:01:56+00:00,True,True
drupal-composer/drupal-project,2021-03-01 00:00:00+00:00,ok,2014-05-05 20:03:19+00:00,True,True
afragen/git-updater,2020-12-08 00:00:00+00:00,ok,2013-07-07 20:44:47+00:00,True,True
Xabaril/AspNetCore.Diagnostics.HealthChecks,2021-10-18 00:00:00+00:00,ok,2018-09-27 10:50:21+00:00,True,True
cypriss/mutations,2021-01-08 00:00:00+00:00,ok,2012-10-19 19:38:09+00:00,True,True
satwikkansal/wtfpython,2024-10-23 00:00:00+00:00,ok,2017-08-28 20:22:19+00:00,True,True
i18next/i18next,2024-01-04 00:00:00+00:00,ok,2011-12-16 12:37:42+00:00,True,True
tModLoader/tModLoader,2021-01-30 00:00:00+00:00,ok,2015-07-21 05:30:07+00:00,True,True
jonobr1/two.js,2021-02-11 00:00:00+00:00,ok,2012-09-05 23:19:40+00:00,True,True
ElectronNET/Electron.NET,2023-04-03 00:00:00+00:00,ok,2017-10-03 12:30:29+00:00,True,True
slack-ruby/slack-ruby-client,2022-03-12 00:00:00+00:00,ok,2015-07-24 20:04:49+00:00,True,True
OpenNMT/CTranslate2,2020-11-10 00:00:00+00:00,ok,2019-09-23 08:10:42+00:00,True,True
oskardudycz/EventSourcing.NetCore,2019-08-28 00:00:00+00:00,ok,2017-01-28 11:21:53+00:00,True,True
tvheadend/tvheadend,2022-04-11 00:00:00+00:00,ok,2010-12-30 12:45:11+00:00,True,True
oblador/react-native-keychain,2021-03-01 00:00:00+00:00,ok,2015-05-20 15:33:48+00:00,True,True
renovatebot/renovate,2019-12-20 00:00:00+00:00,ok,2016-12-17 16:21:21+00:00,True,True
crossplane/crossplane,2020-09-26 00:00:00+00:00,ok,2018-09-08 00:10:35+00:00,True,True
fastruby/fast-ruby,2022-07-11 00:00:00+00:00,ok,2014-10-13 11:19:28+00:00,True,True
welldone-software/why-did-you-render,2024-09-09 00:00:00+00:00,ok,2018-11-10 19:31:09+00:00,True,True
sebastianbergmann/recursion-context,2020-01-21 00:00:00+00:00,ok,2015-01-22 17:19:19+00:00,True,True
CarGuo/GSYGithubAppKotlin,2023-05-25 00:00:00+00:00,ok,2018-11-08 09:07:20+00:00,True,True
rcore-os/rCore,2020-01-29 00:00:00+00:00,ok,2018-04-02 07:29:49+00:00,True,True
tensorflow/models,2021-03-25 00:00:00+00:00,ok,2016-02-05 01:15:20+00:00,True,True
enzymejs/enzyme,2021-03-26 00:00:00+00:00,ok,2015-11-10 21:45:38+00:00,True,True
commitizen/cz-cli,2022-07-17 00:00:00+00:00,ok,2015-04-20 01:11:39+00:00,True,True
danog/MadelineProto,2021-03-30 00:00:00+00:00,ok,2016-06-23 21:35:22+00:00,True,True
oauth2-proxy/oauth2-proxy,2020-03-01 00:00:00+00:00,ok,2017-09-29 10:59:10+00:00,True,True
lc/gau,2021-08-11 00:00:00+00:00,ok,2020-02-25 01:10:17+00:00,True,True
Koenkk/zigbee2mqtt,2020-07-16 00:00:00+00:00,ok,2018-04-08 12:01:34+00:00,True,True
akkadotnet/akka.net,2021-02-03 00:00:00+00:00,ok,2013-12-29 14:17:38+00:00,True,True
lapce/lapce,2021-10-06 00:00:00+00:00,ok,2018-02-06 08:41:06+00:00,True,True
single-spa/single-spa,2020-10-13 00:00:00+00:00,ok,2015-09-22 06:34:46+00:00,True,True
kriasoft/react-starter-kit,2021-05-27 00:00:00+00:00,ok,2014-04-16 13:08:18+00:00,True,True
timber/timber,2021-04-12 00:00:00+00:00,ok,2013-01-02 21:15:13+00:00,True,True
EasyCorp/EasyAdminBundle,2020-10-28 00:00:00+00:00,ok,2015-01-12 08:43:02+00:00,True,True
eventmachine/eventmachine,2020-03-06 00:00:00+00:00,ok,2008-08-17 18:35:57+00:00,True,True
TrestleAdmin/trestle,2022-08-03 00:00:00+00:00,ok,2016-09-11 23:36:22+00:00,True,True
ocornut/imgui,2019-10-24 00:00:00+00:00,ok,2014-07-21 14:29:47+00:00,True,True
home-assistant/android,2020-07-05 00:00:00+00:00,ok,2019-04-02 05:52:50+00:00,True,True
mruby/mruby,2020-02-21 00:00:00+00:00,ok,2012-04-19 09:11:15+00:00,True,True
bisq-network/bisq,2020-01-23 00:00:00+00:00,ok,2014-03-12 09:42:29+00:00,True,True
cryptomator/android,2020-09-28 00:00:00+00:00,ok,2016-10-31 14:13:43+00:00,True,True
docker/cli,2020-07-15 00:00:00+00:00,ok,2017-04-12 05:27:42+00:00,True,True
jsvine/pdfplumber,2020-07-25 00:00:00+00:00,ok,2015-08-24 03:14:48+00:00,True,True
quickwit-oss/tantivy,2021-06-14 00:00:00+00:00,ok,2016-01-11 08:32:16+00:00,True,True
heroiclabs/nakama,2023-07-06 00:00:00+00:00,ok,2017-01-13 17:15:12+00:00,True,True
onsi/ginkgo,2020-12-08 00:00:00+00:00,ok,2013-08-23 20:53:05+00:00,True,True
http4k/http4k,2020-09-08 00:00:00+00:00,ok,2017-03-23 22:28:13+00:00,True,True
kubesphere/kubesphere,2020-03-23 00:00:00+00:00,ok,2018-04-21 02:03:04+00:00,True,True
heartcombo/simple_form,2021-01-20 00:00:00+00:00,ok,2009-12-28 14:23:48+00:00,True,True
rawgraphs/rawgraphs-app,2020-09-23 00:00:00+00:00,ok,2013-04-17 11:54:09+00:00,True,True
inukshuk/anystyle,2023-05-28 00:00:00+00:00,ok,2011-08-31 16:24:21+00:00,True,True
lambda-fairy/maud,2020-12-23 00:00:00+00:00,ok,2014-12-17 08:08:52+00:00,True,True
caronc/apprise,2021-09-20 00:00:00+00:00,ok,2017-11-25 18:06:38+00:00,True,True
prontolabs/pronto,2021-02-06 00:00:00+00:00,ok,2013-07-02 17:58:41+00:00,True,True
mongodb/mongo-php-library,2021-01-20 00:00:00+00:00,ok,2014-12-04 19:55:40+00:00,True,True
ikarus23/MifareClassicTool,2021-12-28 00:00:00+00:00,ok,2013-02-12 15:39:03+00:00,True,True
wekan/wekan,2019-12-05 00:00:00+00:00,ok,2014-01-21 01:26:28+00:00,True,True
google/python-fire,2021-01-22 00:00:00+00:00,ok,2017-02-21 21:35:07+00:00,True,True
apache/ignite,2022-04-11 00:00:00+00:00,ok,2015-02-19 08:00:05+00:00,True,True
restsharp/RestSharp,2019-11-27 00:00:00+00:00,ok,2009-11-16 02:01:45+00:00,True,True
sindresorhus/pageres,2020-12-15 00:00:00+00:00,ok,2014-02-07 18:15:18+00:00,True,True
zloirock/core-js,2020-10-28 00:00:00+00:00,ok,2013-07-17 16:32:27+00:00,True,True
shadowsocks/shadowsocks-libev,2020-06-16 00:00:00+00:00,ok,2012-12-15 08:11:07+00:00,True,True
phar-io/manifest,2022-02-14 00:00:00+00:00,ok,2016-11-24 12:07:24+00:00,True,True
Sylius/Sylius,2020-11-25 00:00:00+00:00,ok,2011-11-05 22:05:52+00:00,True,True
GopeedLab/gopeed,2021-03-25 00:00:00+00:00,ok,2019-04-21 07:23:32+00:00,True,True
symfony/panther,2020-10-02 00:00:00+00:00,ok,2018-03-16 20:54:41+00:00,True,True
overtrue/easy-sms,2021-11-18 00:00:00+00:00,ok,2017-03-09 13:26:10+00:00,True,True
dry-rb/dry-validation,2019-10-08 00:00:00+00:00,ok,2015-07-22 22:05:39+00:00,True,True
checkstyle/checkstyle,2020-07-14 00:00:00+00:00,ok,2013-08-31 02:05:05+00:00,True,True
snapview/tokio-tungstenite,2020-11-09 00:00:00+00:00,ok,2017-03-17 17:15:58+00:00,True,True
onnxsim/onnxsim,2022-02-26 00:00:00+00:00,ok,2019-04-01 10:12:34+00:00,True,True
UweTrottmann/SeriesGuide,2021-05-20 00:00:00+00:00,ok,2011-07-03 10:26:37+00:00,True,True
adonisjs/core,2021-05-17 00:00:00+00:00,ok,2015-08-15 17:03:54+00:00,True,True
tj/commander.js,2019-08-30 00:00:00+00:00,ok,2011-08-14 21:33:58+00:00,True,True
charlesw/tesseract,2022-01-04 00:00:00+00:00,ok,2012-12-08 13:02:57+00:00,True,True
kotest/kotest,2019-11-25 00:00:00+00:00,ok,2015-11-29 16:32:15+00:00,True,True
php-telegram-bot/core,2022-04-24 00:00:00+00:00,ok,2015-06-26 14:55:57+00:00,True,True
gin-gonic/gin,2021-06-23 00:00:00+00:00,ok,2014-06-16 23:57:25+00:00,True,True
temporalio/temporal,2021-03-05 00:00:00+00:00,ok,2019-10-16 22:15:35+00:00,True,True
rubycdp/cuprite,2021-02-16 00:00:00+00:00,ok,2018-07-17 16:13:43+00:00,True,True
ithewei/libhv,2021-06-17 00:00:00+00:00,ok,2018-08-28 05:47:15+00:00,True,True
sqlitebrowser/sqlitebrowser,2021-08-21 00:00:00+00:00,ok,2014-05-04 01:54:44+00:00,True,True
styled-components/styled-components,2019-10-29 00:00:00+00:00,ok,2016-08-16 06:41:32+00:00,True,True
plopjs/plop,2021-11-23 00:00:00+00:00,ok,2014-04-30 14:53:08+00:00,True,True
jesse-ai/jesse,2021-07-25 00:00:00+00:00,ok,2018-11-09 10:38:44+00:00,True,True
nextcloud/server,2019-12-06 00:00:00+00:00,ok,2016-06-02 07:44:14+00:00,True,True
MicaForEveryone/MicaForEveryone,2025-05-11 00:00:00+00:00,ok,2021-12-12 19:22:58+00:00,True,True
DapperLib/Dapper,2020-10-16 00:00:00+00:00,ok,2011-04-14 08:42:59+00:00,True,True
chrome-php/chrome,2020-12-08 00:00:00+00:00,ok,2017-11-17 12:08:46+00:00,True,True
Turfjs/turf,2021-06-22 00:00:00+00:00,ok,2013-10-03 14:50:25+00:00,True,True
alicevision/Meshroom,2020-09-04 00:00:00+00:00,ok,2015-04-22 17:33:16+00:00,True,True
TooTallNate/Java-WebSocket,2020-01-06 00:00:00+00:00,ok,2010-01-20 23:33:04+00:00,True,True
simi/omniauth-facebook,2020-01-22 00:00:00+00:00,ok,2011-10-15 07:37:00+00:00,True,True
dotnet/dotNext,2021-07-29 00:00:00+00:00,ok,2018-12-14 15:34:31+00:00,True,True
KSP-CKAN/CKAN,2020-02-08 00:00:00+00:00,ok,2014-08-17 21:11:54+00:00,True,True
collectiveidea/awesome_nested_set,2021-04-16 00:00:00+00:00,ok,2008-02-21 16:03:25+00:00,True,True
ray-project/ray,2019-12-18 00:00:00+00:00,ok,2016-10-25 19:38:30+00:00,True,True
element-hq/element-web,2021-06-08 00:00:00+00:00,ok,2015-07-22 05:32:15+00:00,True,True
diasurgical/devilution,2021-10-24 00:00:00+00:00,ok,2018-04-02 01:01:47+00:00,True,True
balena-io/etcher,2022-11-07 00:00:00+00:00,ok,2015-10-27 16:53:23+00:00,True,True
hashicorp/serf,2022-07-25 00:00:00+00:00,ok,2013-10-01 22:12:50+00:00,True,True
playcanvas/engine,2020-05-30 00:00:00+00:00,ok,2014-05-12 11:24:30+00:00,True,True
apache/tika,2021-03-03 00:00:00+00:00,ok,2009-05-21 02:12:11+00:00,True,True
josdejong/jsoneditor,2021-06-30 00:00:00+00:00,ok,2012-04-19 13:05:41+00:00,True,True
Hackplayers/evil-winrm,2022-01-12 00:00:00+00:00,ok,2019-05-28 10:53:00+00:00,True,True
google/XNNPACK,2022-02-24 00:00:00+00:00,ok,2019-09-13 23:48:37+00:00,True,True
tixl3d/tixl,2025-04-26 00:00:00+00:00,ok,2017-06-17 22:37:11+00:00,True,True
mathjax/MathJax,2025-06-26 00:00:00+00:00,ok,2010-08-19 03:28:53+00:00,True,True
nodemcu/nodemcu-firmware,2020-12-25 00:00:00+00:00,ok,2014-11-20 15:06:45+00:00,True,True
DefinitelyTyped/DefinitelyTyped,2020-05-20 00:00:00+00:00,ok,2012-10-05 16:39:45+00:00,True,True
terser/terser,2021-10-20 00:00:00+00:00,ok,2015-01-11 16:06:46+00:00,True,True
Licoy/wordpress-theme-puock,2022-06-26 00:00:00+00:00,ok,2020-07-15 02:14:13+00:00,True,True
outline/outline,2021-11-07 00:00:00+00:00,ok,2016-05-22 21:31:47+00:00,True,True
model-checking/kani,2022-04-27 00:00:00+00:00,ok,2021-03-26 18:49:50+00:00,True,True
react-dnd/react-dnd,2019-11-14 00:00:00+00:00,ok,2014-10-19 13:29:28+00:00,True,True
xanderfrangos/twinkle-tray,2023-07-05 00:00:00+00:00,ok,2019-08-14 18:59:26+00:00,True,True
RainerKuemmerle/g2o,2021-06-27 00:00:00+00:00,ok,2012-01-12 10:18:45+00:00,True,True
dromara/dynamic-tp,2023-01-15 00:00:00+00:00,ok,2022-01-07 16:35:27+00:00,True,True
citizenfx/fivem,2023-11-24 00:00:00+00:00,ok,2017-01-16 21:18:18+00:00,True,True
pressly/goose,2021-03-08 00:00:00+00:00,ok,2016-02-25 20:39:37+00:00,True,True
nats-io/nats.go,2024-09-05 00:00:00+00:00,ok,2012-08-15 12:54:59+00:00,True,True
coduo/php-humanizer,2021-02-21 00:00:00+00:00,ok,2014-04-22 10:51:03+00:00,True,True
NervJS/taro,2019-09-26 00:00:00+00:00,ok,2018-04-08 09:32:26+00:00,True,True
libgit2/libgit2,2020-06-06 00:00:00+00:00,ok,2010-09-10 16:17:48+00:00,True,True
rbatis/rbatis,2022-04-30 00:00:00+00:00,ok,2019-03-08 03:19:02+00:00,True,True
asynkron/protoactor-go,2021-12-17 00:00:00+00:00,ok,2016-04-17 19:08:14+00:00,True,True
sanic-org/sanic,2021-01-28 00:00:00+00:00,ok,2016-05-26 04:38:22+00:00,True,True
shmilylty/OneForAll,2019-12-12 00:00:00+00:00,ok,2018-12-10 09:43:37+00:00,True,True
harvester/harvester,2021-11-05 00:00:00+00:00,ok,2020-07-14 13:28:34+00:00,True,True
premake/premake-core,2020-04-09 00:00:00+00:00,ok,2015-03-21 14:08:15+00:00,True,True
matz/streem,2020-12-26 00:00:00+00:00,ok,2014-12-11 08:07:50+00:00,True,True
v4l2loopback/v4l2loopback,2020-10-14 00:00:00+00:00,ok,2010-09-24 09:59:39+00:00,True,True
fullstorydev/grpcurl,2023-02-07 00:00:00+00:00,ok,2017-11-20 15:53:31+00:00,True,True
airbnb/paris,2022-01-12 00:00:00+00:00,ok,2017-12-18 20:13:09+00:00,True,True
Devolutions/IronRDP,2022-04-15 00:00:00+00:00,ok,2019-07-10 21:04:54+00:00,True,True
gogf/gf,2021-07-19 00:00:00+00:00,ok,2017-06-29 09:24:51+00:00,True,True
harness/harness,2022-09-12 00:00:00+00:00,ok,2014-02-07 07:54:44+00:00,True,True
podman-container-tools/skopeo,2021-06-01 00:00:00+00:00,ok,2016-03-07 20:23:29+00:00,True,True
knex/knex,2020-12-22 00:00:00+00:00,ok,2012-12-29 05:18:25+00:00,True,True
ArisGuimera/SimpleAndroidMVVM,2022-12-22 00:00:00+00:00,ok,2021-04-18 09:37:49+00:00,True,True
nical/lyon,2020-04-24 00:00:00+00:00,ok,2016-05-28 10:01:04+00:00,True,True
vovgou/loxodon-framework,2021-11-20 00:00:00+00:00,ok,2017-01-02 03:25:02+00:00,True,True
michaelbull/kotlin-result,2019-12-20 00:00:00+00:00,ok,2017-10-21 02:42:29+00:00,True,True
php-amqplib/php-amqplib,2020-10-05 00:00:00+00:00,ok,2011-11-15 23:49:33+00:00,True,True
Waboodoo/HTTP-Shortcuts,2020-08-08 00:00:00+00:00,ok,2015-04-24 15:03:58+00:00,True,True
FormidableLabs/victory,2021-04-12 00:00:00+00:00,ok,2015-07-02 22:36:50+00:00,True,True
HandyOrg/HandyControl,2020-03-30 00:00:00+00:00,ok,2018-05-22 05:04:19+00:00,True,True
apache/beam,2020-06-29 00:00:00+00:00,ok,2016-02-02 08:00:06+00:00,True,True
OSGeo/gdal,2020-05-31 00:00:00+00:00,ok,2012-10-09 21:39:58+00:00,True,True
jboss-javassist/javassist,2021-05-06 00:00:00+00:00,ok,2013-05-24 08:31:32+00:00,True,True
corcel/corcel,2021-09-16 00:00:00+00:00,ok,2013-06-17 02:43:12+00:00,True,True
staudenmeir/eloquent-has-many-deep,2020-01-11 00:00:00+00:00,ok,2018-06-16 15:37:22+00:00,True,True
nikic/FastRoute,2021-04-12 00:00:00+00:00,ok,2014-02-16 23:16:45+00:00,True,True
getsentry/sentry-php,2020-12-15 00:00:00+00:00,ok,2012-01-23 07:34:48+00:00,True,True
bkeepers/dotenv,2021-04-08 00:00:00+00:00,ok,2012-07-24 03:38:51+00:00,True,True
99designs/gqlgen,2020-03-04 00:00:00+00:00,ok,2018-02-11 04:54:11+00:00,True,True
defold/defold,2019-09-10 00:00:00+00:00,ok,2012-05-13 16:03:44+00:00,True,True
itamae-kitchen/itamae,2021-02-16 00:00:00+00:00,ok,2013-12-23 10:30:26+00:00,True,True
jaredhanson/passport,2021-11-18 00:00:00+00:00,ok,2011-10-08 22:38:32+00:00,True,True
cloudflare/quiche,2020-11-03 00:00:00+00:00,ok,2018-09-29 18:22:05+00:00,True,True
ankane/pghero,2020-11-19 00:00:00+00:00,ok,2014-07-21 09:56:02+00:00,True,True
symfony/css-selector,2024-04-18 00:00:00+00:00,ok,2011-02-22 18:01:24+00:00,True,True
DependencyTrack/dependency-track,2019-09-28 00:00:00+00:00,ok,2013-07-16 19:16:43+00:00,True,True
dompdf/php-font-lib,2021-12-02 00:00:00+00:00,ok,2012-04-09 08:46:55+00:00,True,True
tailscale/tailscale-android,2022-08-24 00:00:00+00:00,ok,2020-04-15 14:30:25+00:00,True,True
lvgl/lvgl,2020-04-19 00:00:00+00:00,ok,2016-06-08 04:14:34+00:00,True,True
railsbridge/docs,2023-10-27 00:00:00+00:00,ok,2011-10-04 18:33:41+00:00,True,True
lcobucci/jwt,2020-09-28 00:00:00+00:00,ok,2014-03-05 19:23:23+00:00,True,True
rust-lang/rustup,2020-01-07 00:00:00+00:00,ok,2015-09-26 04:54:49+00:00,True,True
console-rs/indicatif,2021-03-15 00:00:00+00:00,ok,2017-04-23 13:54:48+00:00,True,True
2dust/v2rayNG,2023-07-22 00:00:00+00:00,ok,2019-05-15 02:15:31+00:00,True,True
taurusxin/ncmdump,2024-01-10 00:00:00+00:00,ok,2021-10-06 16:36:19+00:00,True,True
invertase/react-native-firebase,2020-04-17 00:00:00+00:00,ok,2017-02-01 12:01:03+00:00,True,True
streamlink/streamlink,2020-04-02 00:00:00+00:00,ok,2016-09-16 17:52:50+00:00,True,True
amacneil/dbmate,2020-08-07 00:00:00+00:00,ok,2015-11-25 18:58:30+00:00,True,True
winfsp/winfsp,2020-02-22 00:00:00+00:00,ok,2016-05-18 21:05:28+00:00,True,True
grpc-ecosystem/go-grpc-middleware,2020-06-18 00:00:00+00:00,ok,2016-05-14 17:48:56+00:00,True,True
JetBrains/intellij-community,2024-10-21 00:00:00+00:00,ok,2011-09-30 13:33:05+00:00,True,True
homenc/HElib,2021-09-21 00:00:00+00:00,ok,2013-04-05 13:55:09+00:00,True,True
pallets/click,2020-05-23 00:00:00+00:00,ok,2014-04-24 09:52:19+00:00,True,True
apache/dubbo-spring-boot-project,2021-03-20 00:00:00+00:00,ok,2018-01-18 12:10:50+00:00,True,True
stashapp/stash,2021-02-24 00:00:00+00:00,ok,2018-06-04 00:28:38+00:00,True,True
PrismJS/prism,2020-10-24 00:00:00+00:00,ok,2012-07-10 19:47:14+00:00,True,True
matthiasmullie/minify,2022-03-15 00:00:00+00:00,ok,2012-10-09 09:29:58+00:00,True,True
Hacker0x01/react-datepicker,2021-02-23 00:00:00+00:00,ok,2014-06-22 07:40:48+00:00,True,True
libimobiledevice/libimobiledevice,2021-09-05 00:00:00+00:00,ok,2013-02-13 14:33:15+00:00,True,True
lysine-dev/okio,2020-05-25 00:00:00+00:00,ok,2014-03-17 00:02:59+00:00,True,True
collectiveidea/interactor,2022-01-24 00:00:00+00:00,ok,2013-07-25 20:32:44+00:00,True,True
apache/airflow,2020-01-03 00:00:00+00:00,ok,2015-04-13 18:04:58+00:00,True,True
sharish/ShimmerRecyclerView,2020-11-06 00:00:00+00:00,ok,2017-01-03 09:22:15+00:00,True,True
MassTransit/MassTransit,2021-04-08 00:00:00+00:00,ok,2010-07-16 13:21:43+00:00,True,True
craftcms/cms,2022-03-11 00:00:00+00:00,ok,2017-01-27 21:52:45+00:00,True,True
tilo/smarter_csv,2022-06-21 00:00:00+00:00,ok,2012-07-29 22:12:24+00:00,True,True
phongnguyend/Practical.CleanArchitecture,2020-12-19 00:00:00+00:00,ok,2018-12-03 03:11:04+00:00,True,True
svg/svgo,2021-02-13 00:00:00+00:00,ok,2012-08-22 10:41:43+00:00,True,True
cefsharp/CefSharp,2020-10-24 00:00:00+00:00,ok,2010-12-03 15:23:23+00:00,True,True
neo4jrb/activegraph,2021-02-06 00:00:00+00:00,ok,2008-05-30 10:44:36+00:00,True,True
android/wear-os-samples,2020-09-24 00:00:00+00:00,ok,2019-06-14 21:24:27+00:00,True,True
alexellis/k3sup,2020-11-02 00:00:00+00:00,ok,2019-08-15 10:39:45+00:00,True,True
athityakumar/colorls,2021-05-06 00:00:00+00:00,ok,2017-06-29 16:41:23+00:00,True,True
clue/stream-filter,2021-03-29 00:00:00+00:00,ok,2015-10-17 17:03:11+00:00,True,True
geocoder-php/Geocoder,2020-12-19 00:00:00+00:00,ok,2011-11-07 21:56:41+00:00,True,True
googlesamples/android-custom-lint-rules,2022-05-08 00:00:00+00:00,ok,2015-08-27 20:01:41+00:00,True,True
MirrorNetworking/Mirror,2020-03-01 00:00:00+00:00,ok,2018-07-20 18:37:41+00:00,True,True
jsdecena/laracom,2022-02-01 00:00:00+00:00,ok,2017-08-15 04:38:27+00:00,True,True
DirectoryLister/DirectoryLister,2021-02-18 00:00:00+00:00,ok,2011-02-16 21:47:13+00:00,True,True
github/scientist,2021-12-23 00:00:00+00:00,ok,2014-02-05 15:58:43+00:00,True,True
reactjs/React.NET,2020-06-17 00:00:00+00:00,ok,2014-03-16 23:18:34+00:00,True,True
puppetlabs/puppet,2020-10-02 00:00:00+00:00,ok,2010-09-14 19:26:44+00:00,True,True
cyberbotics/webots,2020-05-18 00:00:00+00:00,ok,2018-11-05 14:09:10+00:00,True,True
HMBSbige/NatTypeTester,2020-09-27 00:00:00+00:00,ok,2018-05-18 14:15:18+00:00,True,True
jasonlong/geo_pattern,2020-07-20 00:00:00+00:00,ok,2014-01-27 15:38:07+00:00,True,True
elasticsearch-dump/elasticsearch-dump,2022-07-06 00:00:00+00:00,ok,2013-12-19 19:42:31+00:00,True,True
aio-libs/aiohttp,2019-08-29 00:00:00+00:00,ok,2013-10-01 23:04:01+00:00,True,True
jeremyevans/sequel,2020-11-16 00:00:00+00:00,ok,2008-03-31 05:41:15+00:00,True,True
hashicorp/nomad,2020-05-14 00:00:00+00:00,ok,2015-06-01 10:21:00+00:00,True,True
dominikh/go-tools,2019-10-20 00:00:00+00:00,ok,2017-01-24 21:11:01+00:00,True,True
roslynpad/roslynpad,2019-09-06 00:00:00+00:00,ok,2015-04-01 17:42:15+00:00,True,True
tealdeer-rs/tealdeer,2020-01-22 00:00:00+00:00,ok,2015-12-29 09:23:05+00:00,True,True
PowerShell/PowerShell,2020-04-30 00:00:00+00:00,ok,2016-01-13 23:41:35+00:00,True,True
AngleSharp/AngleSharp,2021-04-21 00:00:00+00:00,ok,2013-06-05 12:05:34+00:00,True,True
brettwooldridge/HikariCP,2021-01-07 00:00:00+00:00,ok,2013-10-08 05:43:03+00:00,True,True
rubensousa/GravitySnapHelper,2020-05-23 00:00:00+00:00,ok,2016-08-31 07:25:23+00:00,True,True
MvvmCross/MvvmCross,2022-02-23 00:00:00+00:00,ok,2011-11-28 22:45:55+00:00,True,True
json-path/JsonPath,2020-12-23 00:00:00+00:00,ok,2011-01-24 13:19:19+00:00,True,True
mongodb/laravel-mongodb,2019-10-17 00:00:00+00:00,ok,2013-03-31 14:31:04+00:00,True,True
thephpleague/oauth2-client,2020-10-27 00:00:00+00:00,ok,2013-01-29 16:01:42+00:00,True,True
redis/RedisDesktopManager,2021-12-22 00:00:00+00:00,ok,2013-08-05 07:51:08+00:00,True,True
gitroomhq/postiz-app,2024-09-07 00:00:00+00:00,ok,2023-07-08 17:24:22+00:00,True,True
TheOdinProject/theodinproject,2022-05-09 00:00:00+00:00,ok,2013-05-15 22:08:12+00:00,True,True
servo/webrender,2024-01-29 00:00:00+00:00,ok,2015-09-21 21:27:30+00:00,True,True
grpc/grpc,2021-08-05 00:00:00+00:00,ok,2014-12-08 18:58:53+00:00,True,True
tsl0922/ttyd,2019-08-25 00:00:00+00:00,ok,2016-09-13 01:43:54+00:00,True,True
orvice/ss-panel,2022-06-22 00:00:00+00:00,ok,2014-11-09 17:07:35+00:00,True,True
ant-design/ant-design-mobile,2021-07-21 00:00:00+00:00,ok,2015-11-30 03:33:06+00:00,True,True
ankane/the-ultimate-guide-to-ruby-timeouts,2020-11-19 00:00:00+00:00,ok,2015-07-27 02:09:49+00:00,True,True
kmuto/review,2019-12-14 00:00:00+00:00,ok,2010-01-16 12:42:25+00:00,True,True
agersant/polaris,2019-09-29 00:00:00+00:00,ok,2016-08-14 08:28:45+00:00,True,True
Automattic/node-canvas,2020-04-27 00:00:00+00:00,ok,2010-09-29 17:31:21+00:00,True,True
fornewid/neumorphism,2022-02-15 00:00:00+00:00,ok,2020-03-05 10:48:41+00:00,True,True
Rich-Harris/degit,2020-02-13 00:00:00+00:00,ok,2017-07-31 17:44:38+00:00,True,True
fukuchi/libqrencode,2020-08-28 00:00:00+00:00,ok,2011-02-25 09:11:52+00:00,True,True
microg/GmsCore,2021-01-11 00:00:00+00:00,ok,2014-04-23 19:28:47+00:00,True,True
sumatrapdfreader/sumatrapdf,2019-10-22 00:00:00+00:00,ok,2012-10-02 06:59:55+00:00,True,True
thoughtbot/high_voltage,2023-03-17 00:00:00+00:00,ok,2009-04-21 19:54:37+00:00,True,True
netblue30/firejail,2020-10-01 00:00:00+00:00,ok,2015-08-08 22:25:44+00:00,True,True
nextapps-de/flexsearch,2025-04-17 00:00:00+00:00,ok,2018-02-25 12:40:24+00:00,True,True
rapidsai/cudf,2020-02-13 00:00:00+00:00,ok,2017-05-07 03:43:37+00:00,True,True
cyanfish/naps2,2022-12-25 00:00:00+00:00,ok,2015-07-19 20:54:38+00:00,True,True
bol-van/zapret,2024-11-06 00:00:00+00:00,ok,2016-02-15 13:30:50+00:00,True,True
vimeo/psalm,2019-12-01 00:00:00+00:00,ok,2016-11-21 17:04:41+00:00,True,True
causefx/Organizr,2020-12-20 00:00:00+00:00,ok,2016-12-29 02:10:38+00:00,True,True
qrohlf/trianglify,2020-05-04 00:00:00+00:00,ok,2014-04-12 04:30:29+00:00,True,True
ARCANEDEV/LogViewer,2020-01-24 00:00:00+00:00,ok,2015-09-01 14:00:53+00:00,True,True
RT-Thread/rt-thread,2020-12-04 00:00:00+00:00,ok,2013-01-02 14:49:21+00:00,True,True
reactiveui/Akavache,2020-10-23 00:00:00+00:00,ok,2011-12-02 05:15:37+00:00,True,True
bitwarden/android,2023-07-14 00:00:00+00:00,ok,2016-04-30 16:43:17+00:00,True,True
MaterialDesignInXAML/MaterialDesignInXamlToolkit,2021-04-16 00:00:00+00:00,ok,2015-02-07 23:30:48+00:00,True,True
BurntSushi/quickcheck,2020-01-11 00:00:00+00:00,ok,2014-03-09 07:29:09+00:00,True,True
stanfordnlp/CoreNLP,2021-09-30 00:00:00+00:00,ok,2013-06-27 21:13:49+00:00,True,True
